2026-02-16 17:05:40 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-23 21:44:17 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-23 21:44:17 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-23 21:44:17 | INFO     | Etl_Covid | 📎 Iniciando proceso de extraccion
2026-02-23 21:44:17 | INFO     | Etl_Covid | ✅ Datos extraidos - Conexion postgresql
2026-02-23 21:44:17 | INFO     | Etl_Covid | 📌 Finalizando del proceso de extraccion
2026-02-23 21:44:17 | INFO     | Etl_Covid | 📎 Iniciando proceso de transformacion
2026-02-23 21:44:17 | INFO     | Etl_Covid | ✅ Datos transformados
2026-02-23 21:44:17 | INFO     | Etl_Covid | 📌 Finalizando proceso de transformacion
2026-02-23 21:44:17 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos MySql...
2026-02-23 21:44:17 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-23 21:44:17 | INFO     | Etl_Covid | 📎 Iniciando proceso de carga
2026-02-23 21:44:17 | INFO     | Etl_Covid | 8 registros a cargar
2026-02-23 21:44:20 | INFO     | Etl_Covid | ✅ Proceso ETL de COVID-19 finalizado exitosamente
2026-02-23 21:45:07 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-23 21:45:07 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-23 21:45:07 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-23 21:45:07 | INFO     | Etl_Covid | 📎 Iniciando proceso de extraccion
2026-02-23 21:45:07 | INFO     | Etl_Covid | ✅ Datos extraidos - Conexion POSTGRESQL
2026-02-23 21:45:07 | INFO     | Etl_Covid | 📌 Finalizando del proceso de extraccion
2026-02-23 21:45:07 | INFO     | Etl_Covid | 📎 Iniciando proceso de transformacion
2026-02-23 21:45:07 | INFO     | Etl_Covid | ✅ Datos transformados
2026-02-23 21:45:07 | INFO     | Etl_Covid | 📌 Finalizando proceso de transformacion
2026-02-23 21:45:07 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos MySql...
2026-02-23 21:45:07 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-23 21:45:07 | INFO     | Etl_Covid | 📎 Iniciando proceso de carga
2026-02-23 21:45:07 | INFO     | Etl_Covid | 8 registros a cargar
2026-02-23 21:45:09 | INFO     | Etl_Covid | ✅ Proceso ETL de COVID-19 finalizado exitosamente
2026-02-25 11:46:11 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 11:46:11 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 11:46:11 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 11:46:11 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion
2026-02-25 11:50:11 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 11:50:11 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 11:50:11 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 11:50:11 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion
2026-02-25 11:55:14 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 11:55:14 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 11:55:14 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 11:55:14 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion
2026-02-25 11:57:24 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 11:57:24 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 11:57:24 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 11:57:24 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion usando la base postgresql
2026-02-25 11:58:31 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 11:58:31 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 11:58:31 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 11:58:31 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion usando la base postgresql
2026-02-25 11:59:15 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 11:59:15 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 11:59:15 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 11:59:15 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion usando la base postgresql
2026-02-25 11:59:15 | INFO     | Extraccion | ✅ Datos extraidos - POSTGRESQL
2026-02-25 11:59:15 | INFO     | Etl_Covid | 📌 Finalizando del proceso de extraccion
2026-02-25 11:59:15 | INFO     | Etl_Covid | 🔄 Iniciando proceso de transformacion
2026-02-25 11:59:15 | INFO     | Tranformacion | ✅ 8 registros transformados
2026-02-25 11:59:15 | INFO     | Etl_Covid | 📌 Finalizando proceso de transformacion
2026-02-25 11:59:15 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos MySql...
2026-02-25 11:59:16 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 11:59:16 | INFO     | Etl_Covid | 🔄 Iniciando proceso de carga
2026-02-25 11:59:16 | INFO     | Carga | 8 registros a cargar
2026-02-25 11:59:19 | INFO     | Etl_Covid | ✅ Proceso ETL de COVID-19 finalizado exitosamente
2026-02-25 12:33:37 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 12:33:37 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 12:33:37 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 12:33:37 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion con la base POSTGRESQL
2026-02-25 12:33:37 | INFO     | Etl_Covid | 📌 Extrayendo datos de la tabla vaccination_data
2026-02-25 12:33:37 | INFO     | Extraccion | ✅ Datos extraidos - POSTGRESQL
2026-02-25 12:33:37 | INFO     | Etl_Covid | 📌 Extrayendo datos de la tabla covid_cases
2026-02-25 12:33:37 | INFO     | Extraccion | ✅ Datos extraidos - POSTGRESQL
2026-02-25 12:33:37 | INFO     | Etl_Covid | 📌 Finalizando del proceso de extraccion
2026-02-25 12:33:37 | INFO     | Etl_Covid | 🔄 Iniciando proceso de transformacion
2026-02-25 12:33:37 | INFO     | Tranformacion | ✅ 8 registros transformados
2026-02-25 12:33:37 | INFO     | Etl_Covid | 📌 Finalizando proceso de transformacion
2026-02-25 12:33:37 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos MySql...
2026-02-25 12:33:37 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 12:33:37 | INFO     | Etl_Covid | 🔄 Iniciando proceso de carga
2026-02-25 12:33:37 | INFO     | Carga | 8 registros a cargar
2026-02-25 12:33:40 | INFO     | Etl_Covid | ✅ Proceso ETL de COVID-19 finalizado exitosamente
2026-02-25 12:35:58 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 12:35:58 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 12:35:58 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 12:35:58 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion con la base POSTGRESQL
2026-02-25 12:35:58 | INFO     | Etl_Covid | 📌 Extrayendo datos de la tabla vaccination_data
2026-02-25 12:35:58 | INFO     | Extraccion | ✅ 8 datos extraidos - POSTGRESQL
2026-02-25 12:35:58 | INFO     | Etl_Covid | 📌 Extrayendo datos de la tabla covid_cases
2026-02-25 12:35:58 | INFO     | Extraccion | ✅ 8 datos extraidos - POSTGRESQL
2026-02-25 12:35:58 | INFO     | Etl_Covid | 📌 Finalizando del proceso de extraccion
2026-02-25 12:35:58 | INFO     | Etl_Covid | 🔄 Iniciando proceso de transformacion
2026-02-25 12:35:58 | INFO     | Tranformacion | ✅ 8 registros transformados
2026-02-25 12:35:58 | INFO     | Etl_Covid | 📌 Finalizando proceso de transformacion
2026-02-25 12:35:58 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos MySql...
2026-02-25 12:35:58 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 12:35:58 | INFO     | Etl_Covid | 🔄 Iniciando proceso de carga
2026-02-25 12:35:58 | INFO     | Carga | 8 registros a cargar
2026-02-25 12:36:01 | INFO     | Etl_Covid | ✅ Proceso ETL de COVID-19 finalizado exitosamente
2026-02-25 12:39:54 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 12:39:54 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 12:39:54 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 12:39:54 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion con la base POSTGRESQL
2026-02-25 12:39:54 | INFO     | Etl_Covid | 📌 Extrayendo datos de la tabla vaccination_data
2026-02-25 12:39:54 | INFO     | Extraccion | ✅ 8 datos extraidos - POSTGRESQL
2026-02-25 12:39:54 | INFO     | Etl_Covid | 📌 Extrayendo datos de la tabla covid_cases
2026-02-25 12:39:54 | INFO     | Extraccion | ✅ 4 datos extraidos - POSTGRESQL
2026-02-25 12:39:54 | INFO     | Etl_Covid | 📌 Finalizando del proceso de extraccion
2026-02-25 12:39:54 | INFO     | Etl_Covid | 🔄 Iniciando proceso de transformacion
2026-02-25 12:39:54 | INFO     | Tranformacion | ✅ 4 registros transformados
2026-02-25 12:39:54 | INFO     | Etl_Covid | 📌 Finalizando proceso de transformacion
2026-02-25 12:39:54 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos MySql...
2026-02-25 12:39:54 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 12:39:54 | INFO     | Etl_Covid | 🔄 Iniciando proceso de carga
2026-02-25 12:39:54 | INFO     | Carga | 4 registros a cargar
2026-02-25 12:39:57 | INFO     | Etl_Covid | ✅ Proceso ETL de COVID-19 finalizado exitosamente
2026-02-25 12:42:48 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 12:42:48 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 12:42:48 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 12:42:48 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion con la base POSTGRESQL
2026-02-25 12:42:48 | INFO     | Etl_Covid | 📌 Extrayendo datos de la tabla vaccination_data
2026-02-25 12:43:26 | INFO     | Etl_Covid | 🚀 Iniciando el proceso ETL de COVID-19...
2026-02-25 12:43:26 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 12:43:26 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 12:43:26 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion con la base POSTGRESQL
2026-02-25 12:43:26 | INFO     | Etl_Covid | 📌 Extrayendo datos de la tabla vaccination_data
2026-02-25 12:43:27 | INFO     | - Extraccion | ✅ 8 datos extraidos - POSTGRESQL
2026-02-25 12:43:27 | INFO     | Etl_Covid | 📌 Extrayendo datos de la tabla covid_cases
2026-02-25 12:43:27 | INFO     | - Extraccion | ✅ 4 datos extraidos - POSTGRESQL
2026-02-25 12:43:27 | INFO     | Etl_Covid | 📌 Finalizando del proceso de extraccion
2026-02-25 12:43:27 | INFO     | Etl_Covid | 🔄 Iniciando proceso de transformacion
2026-02-25 12:43:27 | INFO     | Tranformacion | ✅ 4 registros transformados
2026-02-25 12:43:27 | INFO     | Etl_Covid | 📌 Finalizando proceso de transformacion
2026-02-25 12:43:27 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos MySql...
2026-02-25 12:43:27 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 12:43:27 | INFO     | Etl_Covid | 🔄 Iniciando proceso de carga
2026-02-25 12:43:27 | INFO     | Carga | 4 registros a cargar
2026-02-25 12:43:29 | INFO     | Etl_Covid | ✅ Proceso ETL de COVID-19 finalizado exitosamente
2026-02-25 13:24:04 | INFO     | Etl_Covid | 🚀 Iniciando el proceso...
2026-02-25 13:24:04 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos PostgreSQL...
2026-02-25 13:24:04 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 13:24:04 | INFO     | Etl_Covid | 🔄 Iniciando proceso de extraccion con la base POSTGRESQL
2026-02-25 13:24:04 | INFO     | Etl_Covid | 📌 1.Extrayendo datos de la tabla vaccination_data
2026-02-25 13:24:04 | INFO     | - Extraccion | ✅ 8 datos extraidos - POSTGRESQL
2026-02-25 13:24:04 | INFO     | Etl_Covid | 📌 2.Extrayendo datos de la tabla covid_cases
2026-02-25 13:24:04 | INFO     | - Extraccion | ✅ 4 datos extraidos - POSTGRESQL
2026-02-25 13:24:04 | INFO     | Etl_Covid | 📌 Finalizando del proceso de extraccion
2026-02-25 13:24:04 | INFO     | Etl_Covid | 🔄 Iniciando proceso de transformacion
2026-02-25 13:24:04 | INFO     | - Transformacion | ✅ 8 registros transformados
2026-02-25 13:24:04 | INFO     | Etl_Covid | 📌 Finalizando proceso de transformacion
2026-02-25 13:24:04 | INFO     | - Transformacion | ✅ 4 registros transformados
2026-02-25 13:24:04 | INFO     | Etl_Covid | 📌 Finalizando proceso de transformacion
2026-02-25 13:24:04 | INFO     | Etl_Covid | 🔌 Conectando a la base de datos MySql...
2026-02-25 13:24:04 | INFO     | Etl_Covid | ✅ Conexión a la base de datos exitosa
2026-02-25 13:24:04 | INFO     | Etl_Covid | 🔄 Iniciando proceso de carga
2026-02-25 13:24:04 | INFO     | Carga | 4 registros a cargar
2026-02-25 13:24:06 | INFO     | Etl_Covid | ✅ Proceso ETL de COVID-19 finalizado exitosamente
